abia,2.006403e+03,9.032365e-03,0
adamawa,2.006403e+03,6.253393e-02,0
akwaibom,2.006403e+03,6.057393e-09,0
anambra,2.006403e+03,6.044750e-09,0
bauchi,2.006403e+03,1.587414e+00,1
bayelsa,2.006403e+03,4.905720e-02,0
benue,2.006403e+03,1.371144e-01,0
borno,2.006403e+03,7.552216e-01,1
crossriver,2.006403e+03,6.071924e-09,0
delta,2.006403e+03,7.349943e-02,0
ebonyi,2.006403e+03,1.779619e-02,0
edo,2.006403e+03,5.997653e-09,0
ekiti,2.006403e+03,6.044546e-09,0
enugu,2.006403e+03,1.830486e-02,0
federalcapitalterritory,2.006403e+03,1.437162e-01,0
gombe,2.006403e+03,2.716294e-01,0
imo,2.006403e+03,6.054367e-09,0
jigawa,2.006403e+03,1.592616e+00,1
kaduna,2.006403e+03,2.816535e+00,1
kano,2.006403e+03,1.019994e+01,1
katsina,2.006403e+03,2.329680e+00,1
kebbi,2.006403e+03,7.108936e-01,0
kogi,2.006403e+03,1.478187e-01,0
kwara,2.006403e+03,9.680900e-02,0
lagos,2.006403e+03,1.630344e-01,0
nassarawa,2.006403e+03,1.508755e-01,0
niger,2.006403e+03,2.987365e-01,0
ogun,2.006403e+03,1.306553e-01,0
ondo,2.006403e+03,9.035700e-03,0
osun,2.006403e+03,1.765320e-02,0
oyo,2.006403e+03,1.486233e-01,0
plateau,2.006403e+03,2.149860e-01,0
rivers,2.006403e+03,6.127269e-09,0
sokoto,2.006403e+03,5.669319e-01,0
taraba,2.006403e+03,6.971397e-02,0
yobe,2.006403e+03,6.096843e-01,0
zamfara,2.006403e+03,1.063233e+00,1
abia,2.006904e+03,6.244135e-02,0
adamawa,2.006904e+03,4.282799e-01,0
akwaibom,2.006904e+03,4.181654e-08,0
anambra,2.006904e+03,4.172926e-08,0
bauchi,2.006904e+03,1.406427e+01,1
bayelsa,2.006904e+03,3.055539e-01,0
benue,2.006904e+03,8.447449e-01,0
borno,2.006904e+03,4.481386e+00,0
crossriver,2.006904e+03,4.191685e-08,0
delta,2.006904e+03,4.633752e-01,0
ebonyi,2.006904e+03,1.271179e-01,0
edo,2.006904e+03,4.140413e-08,0
ekiti,2.006904e+03,4.172785e-08,0
enugu,2.006904e+03,1.209224e-01,0
federalcapitalterritory,2.006904e+03,8.799925e-01,0
gombe,2.006904e+03,1.722471e+00,0
imo,2.006904e+03,4.179565e-08,0
jigawa,2.006904e+03,1.034786e+01,1
kaduna,2.006904e+03,1.292456e+01,1
kano,2.006904e+03,4.905538e+01,1
katsina,2.006904e+03,2.962728e+01,1
kebbi,2.006904e+03,9.099814e+00,0
kogi,2.006904e+03,9.660345e-01,0
kwara,2.006904e+03,6.415142e-01,0
lagos,2.006904e+03,9.947557e-01,0
nassarawa,2.006904e+03,9.475825e-01,0
niger,2.006904e+03,1.872820e+00,0
ogun,2.006904e+03,8.251447e-01,0
ondo,2.006904e+03,6.250250e-02,0
osun,2.006904e+03,1.232126e-01,0
oyo,2.006904e+03,9.853000e-01,0
plateau,2.006904e+03,1.352490e+00,0
rivers,2.006904e+03,4.229892e-08,0
sokoto,2.006904e+03,3.567573e+00,0
taraba,2.006904e+03,4.632144e-01,0
yobe,2.006904e+03,3.605371e+00,0
zamfara,2.006904e+03,9.555949e+00,0
abia,2.007403e+03,8.665166e-02,0
adamawa,2.007403e+03,6.090205e-01,0
akwaibom,2.007403e+03,5.834386e-08,0
anambra,2.007403e+03,5.822209e-08,0
bauchi,2.007403e+03,1.921836e+01,1
bayelsa,2.007403e+03,4.726628e-01,0
benue,2.007403e+03,1.240528e+00,0
borno,2.007403e+03,7.344787e+00,1
crossriver,2.007403e+03,5.848381e-08,0
delta,2.007403e+03,7.045385e-01,0
ebonyi,2.007403e+03,1.749569e-01,0
edo,2.007403e+03,5.776845e-08,0
ekiti,2.007403e+03,5.822012e-08,0
enugu,2.007403e+03,1.750010e-01,0
federalcapitalterritory,2.007403e+03,1.389684e+00,0
gombe,2.007403e+03,2.624745e+00,0
imo,2.007403e+03,5.831471e-08,0
jigawa,2.007403e+03,2.004637e+01,1
kaduna,2.007403e+03,1.178519e+01,1
kano,2.007403e+03,8.505356e+01,1
katsina,2.007403e+03,2.639445e+01,1
kebbi,2.007403e+03,7.072219e+00,1
kogi,2.007403e+03,1.413775e+00,0
kwara,2.007403e+03,9.778199e-01,0
lagos,2.007403e+03,1.549162e+00,0
nassarawa,2.007403e+03,1.480578e+00,0
niger,2.007403e+03,2.884433e+00,0
ogun,2.007403e+03,1.317489e+00,0
ondo,2.007403e+03,8.668134e-02,0
osun,2.007403e+03,1.695971e-01,0
oyo,2.007403e+03,1.401080e+00,0
plateau,2.007403e+03,2.052477e+00,0
rivers,2.007403e+03,5.901689e-08,0
sokoto,2.007403e+03,5.427739e+00,1
taraba,2.007403e+03,6.395465e-01,0
yobe,2.007403e+03,5.725980e+00,1
zamfara,2.007403e+03,1.702980e+01,1
abia,2.007904e+03,8.232606e-02,0
adamawa,2.007904e+03,6.018188e-01,0
akwaibom,2.007904e+03,5.465411e-08,0
anambra,2.007904e+03,5.454003e-08,0
bauchi,2.007904e+03,1.944097e+01,1
bayelsa,2.007904e+03,3.779584e-01,0
benue,2.007904e+03,1.301331e+00,0
borno,2.007904e+03,6.732453e+00,1
crossriver,2.007904e+03,5.478521e-08,0
delta,2.007904e+03,5.899571e-01,0
ebonyi,2.007904e+03,1.613231e-01,0
edo,2.007904e+03,5.411509e-08,0
ekiti,2.007904e+03,5.453819e-08,0
enugu,2.007904e+03,1.593800e-01,0
federalcapitalterritory,2.007904e+03,1.194845e+00,0
gombe,2.007904e+03,2.338835e+00,0
imo,2.007904e+03,5.462680e-08,0
jigawa,2.007904e+03,1.616486e+01,1
kaduna,2.007904e+03,7.510812e+00,1
kano,2.007904e+03,5.666994e+01,1
katsina,2.007904e+03,2.988496e+01,1
kebbi,2.007904e+03,6.125836e+00,1
kogi,2.007904e+03,1.485849e+00,0
kwara,2.007904e+03,8.138163e-01,0
lagos,2.007904e+03,1.344805e+00,0
nassarawa,2.007904e+03,1.279752e+00,0
niger,2.007904e+03,3.681759e+00,0
ogun,2.007904e+03,1.076521e+00,0
ondo,2.007904e+03,8.239321e-02,0
osun,2.007904e+03,1.644343e-01,0
oyo,2.007904e+03,1.162555e+00,0
plateau,2.007904e+03,1.712354e+00,0
rivers,2.007904e+03,5.528457e-08,0
sokoto,2.007904e+03,6.074698e+00,0
taraba,2.007904e+03,7.140072e-01,0
yobe,2.007904e+03,7.864909e+00,1
zamfara,2.007904e+03,2.334590e+01,1
abia,2.008405e+03,7.389995e-02,0
adamawa,2.008405e+03,5.674460e-01,0
akwaibom,2.008405e+03,4.869830e-08,0
anambra,2.008405e+03,4.859666e-08,0
bauchi,2.008405e+03,1.136765e+01,0
bayelsa,2.008405e+03,3.186093e-01,0
benue,2.008405e+03,3.475718e+00,0
borno,2.008405e+03,1.222904e+01,0
crossriver,2.008405e+03,4.881512e-08,0
delta,2.008405e+03,5.345908e-01,0
ebonyi,2.008405e+03,1.384963e-01,0
edo,2.008405e+03,4.821802e-08,0
ekiti,2.008405e+03,4.859502e-08,0
enugu,2.008405e+03,1.519551e-01,0
federalcapitalterritory,2.008405e+03,1.006932e+00,0
gombe,2.008405e+03,1.948805e+00,0
imo,2.008405e+03,4.867397e-08,0
jigawa,2.008405e+03,1.897179e+01,1
kaduna,2.008405e+03,5.509036e+00,0
kano,2.008405e+03,4.635455e+01,1
katsina,2.008405e+03,2.135445e+01,1
kebbi,2.008405e+03,5.727557e+00,0
kogi,2.008405e+03,2.057943e+00,0
kwara,2.008405e+03,6.888213e-01,0
lagos,2.008405e+03,1.098827e+00,0
nassarawa,2.008405e+03,1.151672e+00,0
niger,2.008405e+03,2.012007e+00,0
ogun,2.008405e+03,9.465827e-01,0
ondo,2.008405e+03,7.398538e-02,0
osun,2.008405e+03,1.484764e-01,0
oyo,2.008405e+03,9.524124e-01,0
plateau,2.008405e+03,1.414356e+00,0
rivers,2.008405e+03,4.926006e-08,0
sokoto,2.008405e+03,4.853511e+00,0
taraba,2.008405e+03,6.259340e-01,0
yobe,2.008405e+03,8.569767e+00,0
zamfara,2.008405e+03,1.498799e+01,0
abia,2.008903e+03,7.754619e-02,0
adamawa,2.008903e+03,5.764744e-01,0
akwaibom,2.008903e+03,5.195051e-08,0
anambra,2.008903e+03,5.184208e-08,0
bauchi,2.008903e+03,1.334271e+01,1
bayelsa,2.008903e+03,3.811658e-01,0
benue,2.008903e+03,1.557317e+00,0
borno,2.008903e+03,6.653438e+00,1
crossriver,2.008903e+03,5.207513e-08,0
delta,2.008903e+03,5.628314e-01,0
ebonyi,2.008903e+03,1.573581e-01,0
edo,2.008903e+03,5.143816e-08,0
ekiti,2.008903e+03,5.184033e-08,0
enugu,2.008903e+03,1.520859e-01,0
federalcapitalterritory,2.008903e+03,1.196626e+00,0
gombe,2.008903e+03,2.339793e+00,0
imo,2.008903e+03,5.192456e-08,0
jigawa,2.008903e+03,1.491125e+01,1
kaduna,2.008903e+03,1.075437e+01,1
kano,2.008903e+03,6.080173e+01,1
katsina,2.008903e+03,4.298340e+01,1
kebbi,2.008903e+03,6.155053e+00,1
kogi,2.008903e+03,1.436232e+00,0
kwara,2.008903e+03,8.162936e-01,0
lagos,2.008903e+03,1.306911e+00,0
nassarawa,2.008903e+03,1.317303e+00,0
niger,2.008903e+03,3.180339e+00,0
ogun,2.008903e+03,1.091171e+00,0
ondo,2.008903e+03,7.758676e-02,0
osun,2.008903e+03,1.531740e-01,0
oyo,2.008903e+03,1.257460e+00,0
plateau,2.008903e+03,1.761915e+00,0
rivers,2.008903e+03,5.254979e-08,0
sokoto,2.008903e+03,5.066388e+00,1
taraba,2.008903e+03,6.339888e-01,0
yobe,2.008903e+03,5.520848e+00,1
zamfara,2.008903e+03,1.535985e+01,1
abia,2.009404e+03,1.940762e-01,0
adamawa,2.009404e+03,1.960459e+00,0
akwaibom,2.009404e+03,1.298269e-07,0
anambra,2.009404e+03,1.295559e-07,0
bauchi,2.009404e+03,3.014979e+01,1
bayelsa,2.009404e+03,9.521155e-01,0
benue,2.009404e+03,2.417260e+00,0
borno,2.009404e+03,1.912407e+01,1
crossriver,2.009404e+03,1.301383e-07,0
delta,2.009404e+03,1.442062e+00,0
ebonyi,2.009404e+03,3.800237e-01,0
edo,2.009404e+03,1.285465e-07,0
ekiti,2.009404e+03,1.295515e-07,0
enugu,2.009404e+03,3.862763e-01,0
federalcapitalterritory,2.009404e+03,2.807362e+00,0
gombe,2.009404e+03,5.272982e+00,0
imo,2.009404e+03,1.297620e-07,0
jigawa,2.009404e+03,4.524754e+01,1
kaduna,2.009404e+03,2.677137e+01,1
kano,2.009404e+03,1.619251e+02,1
katsina,2.009404e+03,7.273174e+01,1
kebbi,2.009404e+03,1.873203e+01,1
kogi,2.009404e+03,2.773670e+00,0
kwara,2.009404e+03,1.985750e+00,0
lagos,2.009404e+03,3.081345e+00,0
nassarawa,2.009404e+03,4.725857e+00,0
niger,2.009404e+03,1.283641e+01,0
ogun,2.009404e+03,2.704370e+00,0
ondo,2.009404e+03,1.942449e-01,0
osun,2.009404e+03,3.812968e-01,0
oyo,2.009404e+03,2.880780e+00,0
plateau,2.009404e+03,4.888918e+00,0
rivers,2.009404e+03,1.313245e-07,0
