0,39327,66858,80466,62646,42759,41642,21045,43251,55090,61259,57066,21585,76230,83880,108738,67313,162533,121052,118179,139999,100191,70877,124249,104605,83576,120622,104366,101485,144796,125214,139899,97474,133540,131250,137003,165725,149359,143306,168935,197891,121518,114693,185917,331807,283125,353101,308061,337639,340410,297615,269372,303739,369994,333960,371526,399974,427470,418443,407645,410541,420505,446056,428354,349577,422557,421212,376559,268971,222696,187315,399085,328734,422091,393280,405358,332334,357101,420804,326566,397713,354422,275907,301515,391664,349091,217856,285632,306873,248002,263384,217818,202926,303505,337597,235178,249776,136053,141625,235803,120534,193774,170677,140443,158788,153164,173467,157604,170210,172204,194377,143366,285289,214700,331878,267786,238881,224094,219010,280951,234064,246282,288690,232347,254095,299481,214843,237689,314016,265072,190759,266573,205838,190449,310009,312256,152513,163072,178111,134213,221280,224609,196113,205784,170484,166352,181541,223998,376724,358283,388090,352935,386377
39327,0,94508,108117,105046,77993,32314,25093,25450,37289,43459,63856,42584,58429,44553,90937,27987,151252,95438,78852,114252,82391,53077,98502,65278,65776,102821,78620,62158,133514,107414,122098,79674,115740,113449,119203,147924,131559,125506,151135,180091,103718,96893,168116,299898,251215,321192,276152,305730,308501,265705,237463,271830,338084,302051,339616,368064,395561,392696,381898,384794,394759,420309,396445,331776,390647,389303,344650,251171,204896,169515,367175,310934,390182,361370,379611,300425,325191,395057,300820,371966,328675,250160,275768,386563,317181,192109,253722,274963,222255,231475,198410,184223,271596,305688,215770,224030,110306,115878,196476,94787,168027,144930,114696,133041,141882,147720,131857,144464,146457,168630,117619,259542,188953,306131,242040,213135,198347,193264,255205,208317,220535,262943,206600,228349,273735,189096,211943,288270,239326,165013,240827,180091,164702,284262,286510,113187,123745,138785,94887,181953,185282,156786,166457,131157,127025,142215,184672,350978,332536,362343,327188,360631
66858,94508,0,15060,23967,30194,96779,69371,90445,59003,72297,74488,53165,87268,139017,155932,122450,209727,168246,173316,187192,147385,118071,171443,159742,130770,167816,151560,156621,191990,136252,150937,108512,144578,178444,148041,176763,59985,154344,179973,208929,132556,125731,196954,342845,294163,364139,319099,348677,351448,308653,280410,314777,381032,344998,382563,411012,438508,446408,435610,438507,448471,474021,439392,360615,433595,432250,387597,280009,233734,198353,410122,339772,433129,404318,433324,343372,368138,448770,373760,425678,382388,323101,348709,402702,360129,265050,296670,317911,295196,274422,228856,213964,314543,348635,246216,296970,183247,188819,281352,167728,240968,217871,187637,205982,200358,220661,204798,217404,219398,241571,190560,332483,261894,379072,314980,286075,271288,266204,328145,281258,293476,335884,279541,301289,346675,262037,284883,361210,312266,237953,313767,253032,237643,357203,359450,207650,218208,233248,189350,266829,270159,236931,251333,225621,221489,220411,269548,423918,405477,435284,400129,433571
80466,108117,15060,0,33283,43803,110387,82979,104053,72611,85906,88097,66773,100876,152625,169540,136058,223336,181854,186924,200801,160994,131680,185051,173350,144379,181424,165169,170230,205599,149861,164545,122120,158186,192052,161650,190371,54736,167952,193581,222538,146164,139340,210563,356454,307771,377747,332708,362286,365057,322261,294019,328386,394640,358607,396172,424620,452117,460016,449219,452115,462079,487630,453001,374223,447203,445859,401206,293618,247343,211961,423731,353381,446738,417926,446932,356981,381747,462378,387369,439287,395996,336709,362317,416310,373737,278658,310278,331519,308804,288031,242464,227572,328151,362244,259824,310579,196856,202427,294961,181336,254576,231480,201245,219590,213966,234269,218406,231013,233006,255179,204169,346092,275503,392680,328589,299684,284896,279813,341754,294866,307084,349492,293149,314898,360284,275645,298492,374819,325875,251562,327376,266640,251251,370812,373059,221258,231817,246856,202958,280438,283767,250539,264942,239229,235097,234019,283156,437527,419085,448893,413738,447180
62646,105046,23967,33283,0,30495,107317,79909,100983,69541,82836,85027,63703,97806,149555,166470,132988,220266,178784,183854,197731,157923,128610,181981,170280,141309,178354,162099,167160,202528,146790,161475,119050,155116,188982,158580,187301,170935,164882,190511,219468,143094,136270,207493,353383,304701,374677,329638,359215,361987,319191,290948,325316,391570,355537,393102,421550,449046,456946,446149,449045,459009,484560,449931,371153,444133,442788,398135,290548,244273,208891,420661,350311,443667,414856,443862,353911,378677,459308,384299,436216,392926,333639,359247,413240,370667,275588,307208,328449,305734,284961,239394,224502,325081,359174,256754,307509,193786,199357,291890,178266,251506,228409,198175,216520,210896,231199,215336,227943,229936,252109,201098,343021,272432,389610,325519,296614,281826,276743,338684,291796,304014,346422,290079,311828,357214,272575,295422,371749,322805,248492,324306,263570,248181,367741,369989,218188,228747,243786,199888,277367,280697,247469,261872,236159,232027,230949,280086,434457,416015,445823,410668,444110
42759,77993,30194,43803,30495,0,80263,52855,73929,42487,55782,57973,36649,70752,122501,139416,105934,193212,151730,156800,170677,130870,101556,154927,143226,114255,151300,135045,140106,175475,119737,134421,91997,128063,161928,131526,160247,143881,137828,163457,192414,116040,109216,180439,326330,277647,347624,302584,332162,334933,292137,263895,298262,364516,328483,366048,394496,421993,429892,419095,421991,431955,457506,422877,344099,417079,415735,371082,263494,217219,181838,393607,323257,416614,387802,416808,326857,351623,432254,357245,409163,365872,306585,332193,386186,343613,248534,280154,301395,278680,257907,212340,197448,298028,332120,229700,280455,166732,172303,264837,151212,224452,201356,171121,189466,183842,204145,188282,200889,202882,225055,174045,315968,245379,362556,298465,269560,254772,249689,311630,264742,276960,319368,263025,284774,330160,245521,268368,344695,295751,221438,297252,236516,221127,340688,342935,191134,201693,216733,172834,250314,253643,220416,234818,209105,204973,203895,253032,407403,388961,418769,383614,417056
41642,32314,96779,110387,107317,80263,0,27408,41174,53013,59183,79580,44899,74153,76805,106661,60238,160457,118975,111104,146504,98115,68801,130754,97530,81500,118545,110871,94410,142720,123138,137822,95398,131464,129173,134927,163648,147283,141230,166859,195815,119442,112617,183840,329731,281048,351025,305985,335563,338334,295538,267296,301663,367917,331884,369449,397897,425394,424948,414150,417046,427011,452561,426278,347500,420481,419136,374483,266895,220620,185239,397008,326658,420015,391203,411863,330258,355024,427309,333071,404218,360927,282412,308020,418815,347014,224361,283556,304797,254507,261308,215741,200849,301429,335521,233102,256282,142558,148130,228728,127039,200279,177182,146948,165293,151087,179972,164109,176716,178709,200882,149871,291794,221205,338383,274291,245386,230599,225516,287456,240569,252787,295195,238852,260601,305986,221348,244195,320521,271577,197264,273078,212343,196954,316514,318762,145438,155997,171037,127138,214205,217534,189038,198709,163409,159277,174466,216924,383230,364788,394595,359440,392882
21045,25093,69371,82979,79909,52855,27408,0,26335,38174,44343,64741,17491,59314,69646,91822,53079,145618,104136,103945,123083,83275,53961,107333,90371,66661,103706,87451,87251,127880,108298,122983,80558,116624,114334,120088,148809,132443,126390,152019,180976,104602,97777,169001,314891,266209,336185,291145,320723,323494,280699,252456,286824,353078,317044,354610,383058,410554,401527,390729,393625,403590,429140,411439,332661,405641,404296,359643,252055,205780,170399,382169,311819,405175,376364,388442,315419,340185,403888,309651,380797,337506,258991,284599,374748,332175,200940,268716,289957,231086,246469,200902,186010,286589,320682,218262,232861,119137,124709,221569,103618,176858,153761,123527,141872,136248,156551,140688,153295,155288,177461,126450,268373,197784,314962,250871,221965,207178,202095,264036,217148,229366,271774,215431,237180,282566,197927,220774,297101,248157,173844,249657,188922,173533,293093,295341,138279,148838,163877,119979,207046,210375,172821,191550,156250,152118,156301,209764,359809,341367,371174,336019,369461
43251,25450,90445,104053,100983,73929,41174,26335,0,31450,33709,58017,38466,48680,70004,65487,53437,119283,77801,76649,96748,56940,27626,80998,90729,40326,77371,61116,87609,101545,97664,112349,69924,105990,87999,109453,138175,121809,102263,141385,170341,93968,87143,158367,280430,231748,301724,256684,286262,289033,246238,217995,252362,318617,282583,320149,348597,376093,375192,364394,367290,377255,402805,376977,322027,371180,369835,325182,241421,195146,159765,347708,301184,370714,341903,362107,280957,305724,377553,283316,354462,311171,232656,258264,340287,297714,174605,234255,255496,204751,212007,166441,152254,252128,286220,183801,206526,92802,98374,190907,77283,150523,127426,97192,115537,109913,130216,114353,126960,128953,151126,100115,242038,171449,288627,224536,195630,180843,175760,237701,190813,203031,245439,189096,210845,256231,171592,194439,270766,221822,147509,223323,162587,147198,266758,269006,138637,149195,164235,120337,176384,179714,146486,160888,112381,152476,129966,179103,333474,315032,344839,309684,343127
55090,37289,59003,72611,69541,42487,53013,38174,31450,0,13281,28170,21235,28252,81843,86166,65276,139961,98480,116142,126504,77619,48305,110755,102568,61005,98050,90872,99448,122224,77236,91921,49496,85562,108678,89026,117747,101381,95328,120957,149913,73540,66715,137939,283829,235147,305123,260083,289661,292432,249637,221394,255761,322016,285982,323548,351996,379492,387392,376595,379491,389455,415006,380376,301599,374579,373234,328581,220993,174718,139337,351107,280757,374113,345302,374308,284356,309123,389754,313072,366662,323372,262413,288021,343686,301113,204362,237654,258895,234507,215407,169840,154948,255527,289620,187200,236282,122559,128131,220664,107040,180279,157183,126949,145294,130592,159972,144110,156716,158710,180883,129872,271795,201206,318384,254292,225387,210600,205516,267457,220569,232788,275196,218853,240601,285987,201348,224195,300522,251578,177265,253079,192344,176955,296515,298762,150476,161034,176074,132176,206141,209470,176243,190645,142137,164315,159723,208860,363230,344788,374596,339441,372883
