3,28
3,57
4,29
4,49
4,64
4,154
4,172
4,179
4,191
4,207
4,212
4,215
4,216
4,217
4,242
4,255
4,264
4,265
4,300
4,320
4,508
4,509
4,541
4,273
5,488
6,31
6,36
6,224
6,230
6,233
6,313
6,485
6,497
7,39
7,503
7,505
7,506
7,43
8,27
8,50
8,56
8,162
8,164
8,166
8,551
10,34
10,42
10,102
10,106
10,114
10,131
10,146
10,150
10,152
10,153
10,161
10,195
10,507
10,511
10,582
10,709
10,827
10,280
10,814
11,18
12,30
12,40
12,149
12,190
12,226
12,236
12,245
12,251
13,174
13,309
13,726
14,493
19,494
23,24
24,501
28,63
29,240
29,256
29,303
32,175
34,512
42,292
42,266
44,80
44,557
44,700
44,744
45,552
45,554
45,559
45,560
45,564
45,590
45,633
45,699
45,703
45,746
45,751
47,72
50,73
50,561
51,615
52,65
53,306
56,78
56,745
59,750
60,61
62,697
62,796
64,589
65,71
67,68
68,75
69,143
70,565
70,592
70,593
71,570
72,719
72,720
72,721
72,815
74,82
74,103
74,110
74,117
74,118
74,121
74,123
74,543
74,611
74,617
74,619
74,808
74,809
74,108
78,83
80,838
82,105
82,116
82,749
85,612
85,626
85,713
85,715
85,811
91,644
95,517
95,519
95,576
100,679
100,706
101,705
106,109
108,125
110,111
112,113
113,119
113,124
116,126
116,129
119,127
122,608
122,658
122,666
122,667
122,845
127,128
129,130
132,133
135,138
136,357
138,585
138,833
138,836
145,301
146,187
147,186
149,58
149,185
149,214
149,243
149,253
150,112
150,115
153,74
153,104
153,107
153,211
153,258
153,291
153,625
153,579
155,176
155,208
155,311
160,44
160,45
160,742
160,743
162,747
162,634
163,259
164,167
166,550
166,846
167,160
167,51
170,271
170,270
174,285
174,695
175,725
177,219
180,229
183,248
183,249
184,304
187,637
188,225
188,238
191,221
191,272
192,54
194,308
194,690
199,122
199,237
199,244
202,53
202,77
202,267
204,210
205,204
208,70
208,254
208,276
210,312
211,62
211,120
211,279
211,729
213,524
213,528
214,69
214,262
214,278
214,315
214,544
218,287
219,286
220,239
220,296
220,752
220,317
222,81
223,531
223,689
225,281
229,228
232,527
232,629
234,553
243,261
244,588
244,687
246,79
248,250
254,84
254,562
254,563
254,591
258,134
259,260
260,834
266,318
267,283
274,86
274,88
274,94
274,141
274,144
274,529
274,571
274,598
274,640
274,686
274,757
274,769
274,770
274,781
274,817
276,275
281,523
281,613
281,614
281,618
281,620
281,731
281,732
282,688
282,807
283,76
283,290
285,627
290,142
293,587
296,600
296,841
297,305
303,738
303,702
304,299
306,96
306,547
308,85
311,692
311,736
312,848
314,525
314,604
314,647
314,650
314,654
315,727
316,319
317,530
317,657
317,756
317,797
317,802
317,813
317,837
318,748
320,575
321,336
322,338
323,337
325,326
326,327
327,328
328,329
329,330
330,334
331,355
334,397
337,340
337,371
337,359
340,16
340,347
340,360
340,365
340,380
340,449
340,450
343,135
343,137
344,325
344,351
344,350
344,402
347,348
348,352
349,356
349,395
351,201
351,381
351,420
351,426
351,446
352,136
353,361
356,353
356,406
356,288
357,358
358,362
359,385
361,364
362,363
363,366
364,367
366,368
367,372
368,369
369,377
370,373
372,388
373,378
377,398
378,379
381,386
381,408
382,383
385,139
386,392
387,389
388,390
390,393
392,394
393,399
393,413
393,475
394,396
395,436
395,437
395,440
396,400
396,404
397,169
397,349
397,370
397,376
397,382
398,387
399,405
399,435
399,443
399,442
400,403
400,14
401,451
403,460
403,486
403,694
404,12
404,447
405,9
405,11
405,26
405,60
405,140
405,177
405,180
405,183
405,203
405,227
405,284
405,410
405,414
405,424
405,425
405,428
405,433
405,444
405,448
405,479
405,580
405,157
405,454
405,438
405,439
405,482
406,409
406,452
406,418
408,459
408,461
409,412
409,432
409,295
409,302
410,735
412,415
412,422
412,445
412,178
415,416
416,417
417,419
419,423
419,46
422,434
423,430
426,429
428,457
429,456
430,10
430,22
430,455
430,59
433,145
434,4
434,7
434,8
434,19
434,52
434,147
434,170
434,181
434,182
434,252
434,289
434,294
434,316
434,473
434,477
434,41
437,464
437,468
437,463
438,476
440,5
444,465
444,484
445,66
445,268
445,453
445,35
445,202
446,478
448,21
448,257
448,495
448,489
452,307
452,470
452,168
453,17
453,37
453,47
453,67
453,165
453,196
453,197
453,198
453,223
453,231
453,241
453,282
453,297
453,487
453,840
453,15
453,188
455,716
455,234
455,184
457,458
459,462
460,6
460,148
460,247
460,480
465,466
465,20
466,467
467,469
469,471
471,472
472,3
472,199
473,13
473,32
473,55
473,156
473,158
473,159
473,163
473,194
473,206
473,218
473,232
473,235
473,277
477,200
480,193
481,25
481,151
481,171
481,209
481,213
481,293
481,504
482,481
482,491
485,246
485,502
487,189
487,192
487,205
487,222
487,269
487,274
487,298
487,498
487,542
487,659
489,48
489,496
491,492
496,499
498,220
499,23
499,500
502,263
502,310
507,33
508,510
510,155
513,515
517,97
517,646
518,520
520,521
525,526
526,812
527,532
530,631
530,763
530,768
530,758
532,630
534,671
534,674
534,676
534,670
535,540
535,685
535,698
540,594
540,610
546,645
548,707
555,536
555,799
556,558
560,701
566,599
567,759
570,792
573,95
577,710
578,581
581,584
582,718
582,810
584,816
586,638
586,534
590,549
591,555
591,661
591,800
591,822
594,595
595,609
596,624
600,93
601,772
601,783
605,662
609,1
614,616
618,730
620,708
621,622
623,566
624,639
624,642
624,760
624,774
624,775
629,632
631,91
631,621
631,623
631,789
638,828
642,740
648,649
650,651
651,548
654,100
654,683
654,704
654,101
663,851
663,860
669,875
669,877
669,879
671,535
671,678
673,724
679,680
686,87
686,89
686,90
686,514
686,569
686,583
686,596
686,597
686,602
686,603
686,754
686,761
686,767
686,771
686,777
686,568
686,806
686,2
688,693
688,714
690,691
693,586
696,628
703,635
705,664
709,717
717,821
727,641
727,643
727,728
727,734
730,132
733,782
737,762
738,533
738,739
740,573
746,556
759,737
761,765
762,829
768,784
772,773
776,780
778,779
778,791
785,574
786,522
790,793
790,794
797,513
797,798
798,803
798,804
798,805
798,824
799,636
799,795
800,577
804,826
812,99
812,538
812,648
816,830
818,819
819,546
819,832
822,606
823,839
828,665
828,675
828,849
828,853
828,668
837,656
837,842
839,844
842,660
849,663
849,850
849,856
849,859
851,852
851,855
852,669
852,722
852,854
852,858
852,868
852,869
852,873
854,672
854,861
854,864
854,872
856,857
858,870
861,862
865,866
867,545
870,871
872,723
875,876
875,878
878,880
